gamma_initial,mass,velocity_initial,lift_multiplier,drag_multiplier,density_multiplier,success,failure,max_total_heat_flux,max_rad_heat_flux,max_conv_heat_flux,max_g_load,apoapsis_altitude,periapsis_altitude,delta_v,velocity_exit
-10.723056520701741,9941.1468630267,16059.919356555101,1.2398833821025796,1.1273980843591254,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF0910>,True,SUCCESS,427.91620389584193,273.6753213779531,154.77191538093024,11.64718049262022,500000.16027641576,59480.69381531312,142.4519648017822,3517.646192224911
-10.639611352267245,9996.334793122862,16081.238117453835,1.0260465567407009,0.8827694395061685,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF0D00>,True,SUCCESS,,,,10.790204405244882,451046.07888804626,59699.00128798226,134.922741653279,3503.4587825157637
-10.54527735572052,9968.573836967178,15990.373601274385,0.9838139888901889,0.9842906847572217,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF1080>,True,SUCCESS,386.2139680821397,241.32196558341414,145.67931090233725,8.218687223199444,468630.0239726927,59629.858788766374,139.23226646854937,3507.274205242888
-10.89257086012917,10013.536266604346,16109.915702527584,1.1383832185350213,1.13060907849021,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF12B0>,True,SUCCESS,529.3617594736502,356.5169331446616,172.91418674761982,13.668475694434411,458060.9203380955,59490.22199239872,144.82751363034095,3497.1360784946655
-10.744403944833673,10038.434706599382,15877.693930660887,0.9456706443450736,0.9860503864054007,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2A8E6F20>,True,SUCCESS,493.4511321582664,328.85321720488577,165.34948214538846,10.501932385152811,457226.9179382812,59702.5428260374,126.44683083296968,3513.689298971711
-10.513174211241795,10059.334788011973,15987.472931264112,0.8949909021040192,1.1812333309516343,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF19B0>,True,SUCCESS,413.6184840139481,264.2057050457052,150.68934840245728,341.77781827970864,499999.99151789973,-3357315.477597474,2068.222176304479,1958.264931390711
-10.859633710077645,9950.318489109255,16043.910930994163,1.0161348192281359,1.04896091529815,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF1D30>,True,SUCCESS,448.76796331395656,289.23650437460657,160.07793499848523,9.853725725457316,500000.6099637645,59768.314361957426,130.00276881315767,3528.9067356385117
-11.024443374339375,9982.250278662248,15801.986191791988,0.9610086599147929,0.9500803759775586,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF20B0>,True,SUCCESS,474.48437527955286,312.35222577669214,162.9100829138423,9.408603264561851,465686.1734450272,59798.05854428305,132.6039956911436,3511.770879550332
-10.644692920232576,9930.681052070895,15725.246382516842,1.0291392522729725,0.9670999529806165,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF26D0>,True,SUCCESS,393.652977666831,248.01816713465848,146.28300181137334,8.604570672095898,499999.9904280635,59838.29516803178,126.11721475711647,3532.080646592214
-10.663574661260505,10001.465198381595,16115.525473168344,1.0336367553081645,0.9910355983418828,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF29E0>,True,SUCCESS,453.2282554485821,294.7008141821193,159.51740591508613,9.74727425976132,463869.23322174064,59644.93711483432,141.02953868319764,3503.378659402318
-11.15998809896854,9975.134173968403,16168.947540897494,1.0914873166788186,0.9684631305377385,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF2CF0>,True,SUCCESS,517.5561359266604,342.9274834925313,174.62865243412912,10.621141839005086,499999.9740807517,59966.601463413324,141.25454632468382,3518.463515033945
-10.781097397308656,10031.709954661168,15963.316309155452,0.9868548288546333,1.0087887812430385,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF3380>,True,SUCCESS,493.45882467136107,328.9568023569923,165.99352470848834,10.803313751190128,454440.63895817375,59524.780636702024,129.360158069082,3510.03583975439
-10.620228714233434,10084.068114752436,15955.972521478156,1.1124215351291962,0.9963049889865339,<scipy.interpolate._cubic.PchipInterpolator object at 0x000001DD2ACF3A10>,True,SUCCESS,401.0146945980216,251.71519939050617,150.27951937353038,8.977636306358031,499999.8998632178,60026.8010164549,127.84529936540775,3530.972515392923
